Degree Name,Link
Computer Science Major - Bachelor of Computer and Information Sciences,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fbachelor-of-computer-and-information-sciences%2Fcomputer-science-major-bachelor-of-computer-and-information-sciences&auth=GMtcreNRqE7rflaobw4uXQ&profile=_default&rank=144&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
International Business Specialisation - Bachelor of Business (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fbachelor-of-business-honours%2Finternational-business-specialisation-bachelor-of-business-honours&auth=Oarlqvz8fJP40T1rzGv9pg&profile=_default&rank=145&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Study Quantity Surveying – Bachelor of Construction,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Farchitecture-and-built-environment%2Fcourses%2Fbachelor-of-construction%2Fquantity-surveying-major-bachelor-of-construction&auth=Pcj6snmlXSNetVJ4kETj1w&profile=_default&rank=146&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Computer and Information Sciences,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fpostgraduate-diploma-in-computer-and-information-sciences&auth=nB4F3zGseSUcPDY8vK%2FMOA&profile=_default&rank=147&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Digital Communication Major - Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies%2Fdigital-communication-major&auth=zOSTv1SzaS7Unc%2FQL1Jkjg&profile=_default&rank=148&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Hospitality Enterprise Major - Bachelor of International Hospitality…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fbachelor-of-international-hospitality-management%2Fhospitality-enterprise-major-bachelor-of-international-hospitality-management&auth=pmA%2Flmo%2BPiq9AZ%2FbeVEXJQ&profile=_default&rank=149&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Māori Health - Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice%2Fmaori-health&auth=dG%2FX%2BZ3GXNSOVnAO4X2udQ&profile=_default&rank=150&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
International Studies Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Finternational-studies-major&auth=V%2F9ltjKRSsmOJiGAHPfvIw&profile=_default&rank=151&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Leadership and Management - Postgraduate Certificate in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-certificate-in-health-science%2Fleadership-and-management&auth=SOiXpB5Ho64PQ%2Bwds2F7dA&profile=_default&rank=152&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Violence and Trauma Studies - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fviolence-and-trauma-studies&auth=rxopZKw8BuVL5FpjJqociQ&profile=_default&rank=153&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Psychology - Bachelor of Arts (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts-honours%2Fpsychology-bachelor-of-arts-honours&auth=Nbf4kvPz5r9NNQb18Iz1og&profile=_default&rank=154&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of IT Project Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fmaster-of-it-project-management&auth=E%2FLDJZEGAuK8CBkOcIDOYw&profile=_default&rank=155&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Business Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-certificate-in-business-studies&auth=v9qfa%2BSr1hFekU3GW7OlDg&profile=_default&rank=156&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Educational Leadership specialisation - Postgraduate Certificate in…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fpostgraduate-certificate-in-education%2Feducational-leadership-specialisation-postgraduate-certificate-in-education&auth=RdfqIDmZFdND3cpxFjcmyA&profile=_default&rank=157&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Graduate Diploma in Secondary Teaching,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fgraduate-diploma-in-secondary-teaching&auth=dEqPp5ako%2B%2FqaUiu2IPdgA&profile=_default&rank=158&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Business,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-certificate-in-business&auth=gTDy%2FR7N0ze6hrpZj%2FAyRw&profile=_default&rank=159&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Business Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-diploma-in-business-management&auth=zVD8A%2FFSZfA0kNoeyxo6Mw&profile=_default&rank=160&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Business Administration,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fmaster-of-business-administration&auth=TB%2FVzrk1J9fO0IHDaqZ8Dg&profile=_default&rank=161&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Construction Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fmaster-of-construction-management&auth=o5vU9jnN96yfaT3SmRXQ9A&profile=_default&rank=162&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Radio and Audio Media Major - Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies%2Fradio-audio-media-major&auth=Iwp4MiEeELNrYh8YDiLNug&profile=_default&rank=163&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Business Administration,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-certificate-in-business-administration&auth=46x5Z5Xqcnutv4kkhcto5w&profile=_default&rank=164&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Māori Health - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fmaori-health&auth=YkwDqCkq83ab%2BMOnI56Vcw&profile=_default&rank=165&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Doctor of Philosophy (PhD),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fdoctor-of-philosophy&auth=pHi1QNWyQpIQsulj4D663Q&profile=_default&rank=166&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Global Tourism Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fglobal-tourism-major-bachelor-of-arts&auth=%2F%2FkU2ATSYiQTXwKS5Cpr6Q&profile=_default&rank=167&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Mathematical Modelling and Computation Major - Bachelor of Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-science%2Fmathematical-modelling-and-computation-major&auth=4UlJSmOFjoOpT8Xbm8V7jw&profile=_default&rank=168&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Early Childhood Teaching - Bachelor of Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fbachelor-of-education%2Fearly-childhood-teaching-major&auth=pSOJUAkNxQaaEoUjrleSNA&profile=_default&rank=169&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Engineering Technology,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fbachelor-of-engineering-technology&auth=VPjklklGkrl2oK7aoMO4cg&profile=_default&rank=170&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Paramedicine - Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice%2Fparamedicine&auth=Gjg0oAg1v4cb5%2FD0CtBeAw&profile=_default&rank=171&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fmaster-of-communication-studies&auth=AsFwQ%2BkVlCIWJ8bXdOHs6A&profile=_default&rank=172&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Body composition (anthropometry) courses (ISAK),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsport-and-recreation%2Fcourses%2Fbody-composition-anthropometry-courses&auth=hMzkfVT%2F5CBCq6akYOjoDg&profile=_default&rank=173&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Education - Bachelor of Arts (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts-honours%2Feducation-bachelor-of-arts-honours&auth=Ypt1jfP%2FWX98Ahm%2FKdvgNw&profile=_default&rank=174&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Business,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fbachelor-of-business&auth=i82fWHVFLNEyJPWwbYYJ2g&profile=_default&rank=175&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Business (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fbachelor-of-business-honours&auth=qjHJAxke1qIBThv56DbTgQ&profile=_default&rank=176&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Hospitality Management Major - Bachelor of International Hospitality…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fbachelor-of-international-hospitality-management%2Fhospitality-management-major-bachelor-of-international-hospitality-management&auth=P7w1Vud67aJhWeev9zatHw&profile=_default&rank=177&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Social Sciences Degree - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fsocial-sciences-major&auth=iaLoNjFCoaecLiXAEl7GQw&profile=_default&rank=178&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
"Health and Physical Education Major - Bachelor of Sport, Exercise and …",https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsport-and-recreation%2Fcourses%2Fbachelor-of-sport-exercise-and-health%2Fhealth-and-physical-education-major-bachelor-of-sport%2C-exercise-and-health&auth=VT95AL3JpS9kHYm4jhnMvw&profile=_default&rank=179&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Electrical and Electronic Engineering Major - Bachelor of Engineering …,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-engineering-honours%2Felectrical-and-electronic-engineering-major&auth=cMWNEBDnWyvAn4a05pKwgQ&profile=_default&rank=181&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Sport Leadership and Management Specialisation - Bachelor of Business …,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fbachelor-of-business-honours%2Fsport-leadership-and-management-specialisation-bachelor-of-business-honours&auth=pzLclYbuFZxQWMhQPCzdrw&profile=_default&rank=182&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Spatial and Interior Design major - Bachelor of Design Te Tohu…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-design-te-tohu-paetahi-mo-te-hoahoa%2Fspatial-design-major&auth=GgtnPeun6Re2ueEyUweUCg&profile=_default&rank=183&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Event Management Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fevent-management-major&auth=Wx43c25%2Fk2B61yap9kZI5w&profile=_default&rank=184&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Educational Leadership specialisation - Master of Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fmaster-of-education%2Feducational-leadership-specialisation-master-of-education&auth=sWPR6ojnlyGJZK1giM4a4A&profile=_default&rank=185&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Health Science (Physiotherapy) (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science-physiotherapy-honours&auth=MwxEFmfVXNbdy3tZ2Tc8mw&profile=_default&rank=186&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Construction Management Major – Bachelor of Construction,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Farchitecture-and-built-environment%2Fcourses%2Fbachelor-of-construction%2Fconstruction-management-major-bachelor-of-construction&auth=jyT3EQsPvu7PK%2FNBvZJJhg&profile=_default&rank=187&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fpostgraduate-diploma-in-communication-studies&auth=v2I3XJ3ruILWteS%2Bdgkk2g&profile=_default&rank=188&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Primary Teaching - Bachelor of Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fbachelor-of-education%2Fprimary-teaching-major&auth=6PV5G92oYP4Gqw6fyDX4hA&profile=_default&rank=190&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Engineering,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fmaster-of-engineering&auth=yLcZlOJ6EnQxYcpMfmj19Q&profile=_default&rank=191&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts&auth=KNw2C3h3sEE9KgqOQh39%2FA&profile=_default&rank=192&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Computer and Information Sciences,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fdiploma-in-computer-and-information-sciences&auth=M%2FAjPXRwnqaDZysggpn7HA&profile=_default&rank=193&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Analytics Major - Bachelor of Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-science%2Fanalytics-major&auth=IZIfAut3R6%2FGpHD5c3ZdhQ&profile=_default&rank=194&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Our PhD students and alumni,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fdoctor-of-philosophy%2Four-phd-students-and-alumni&auth=5UTWpaKgHAq1zujkzGYOFw&profile=_default&rank=195&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Business Administration,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-diploma-in-business-administration&auth=TzTE95XuSuDgEmJUG2%2F6zg&profile=_default&rank=196&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of International Hospitality Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fmaster-of-international-hospitality-management&auth=9d4FiPlPK9IB%2FJeFP5VC2g&profile=_default&rank=197&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Finance Major - Bachelor of Business,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fbachelor-of-business%2Ffinance-major&auth=MfJKBJ4%2BQbsJqQZ%2BbYGhNg&profile=_default&rank=198&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Graduate Diploma in Psychotherapy Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fgraduate-diploma-in-psychotherapy-studies&auth=BNWx6swyCXIv7UHwkGaNMQ&profile=_default&rank=199&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Graduate Diploma in Architecture,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Farchitecture-and-built-environment%2Fcourses%2Fgraduate-diploma-in-architecture&auth=Wv%2B48uenex7Cm0gwc3Bd5g&profile=_default&rank=200&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of International Hospitality Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fbachelor-of-international-hospitality-management&auth=7Z4BGT7BulxY7eJaQyB3bw&profile=_default&rank=202&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Māori Media major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fmaori-media-major-bachelor-of-arts&auth=21ERCnboS9aLAQQPpsYREA&profile=_default&rank=203&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Engineering (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-engineering-honours&auth=3JJJQM%2FFW4VNJt5d2%2BTLLA&profile=_default&rank=204&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Physiotherapy Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-physiotherapy-practice&auth=oGnYLBnf4cljUC9xGiuOrQ&profile=_default&rank=205&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Marine Science Major - Bachelor of Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-science%2Fmarine-science-major&auth=97bpT7PaJ%2FHB%2BceND%2Bx1hg&profile=_default&rank=206&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Public Relations Major - Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies%2Fpublic-relations-major&auth=eHUw928vPTXGai5qArKDLw&profile=_default&rank=207&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Leadership and Management - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fleadership-and-management&auth=SAD%2FRCBuTYp9B%2BaemRBjkQ&profile=_default&rank=209&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Teaching and Learning,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fmaster-of-teaching-and-learning&auth=pQhSJ8ZZd%2FUxZjCwG32mVA&profile=_default&rank=210&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Musculoskeletal Physiotherapy - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fmusculoskeletal-physiotherapy&auth=9Z%2B1nD1NpsmuHnyYUqBCsw&profile=_default&rank=211&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Interpreting Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Finterpreting-major&auth=%2F7z6TFf7jsFOPZz0mFaMhw&profile=_default&rank=212&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Paramedicine Major - Bachelor of Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science%2Fparamedicine-major&auth=O3pTK1OW7XnVGhxfwG4%2FBg&profile=_default&rank=213&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
History Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fhistory-major-bachelor-of-arts&auth=vf4FC4acQzpt29xH7%2FtMfw&profile=_default&rank=214&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
