Degree Name,Link
Master of Supply Chain Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fmaster-of-supply-chain-management&auth=REY4pdIsnamM9empBA2cjA&profile=_default&rank=74&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Criminology and Criminal Justice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsocial-sciences-and-public-policy%2Fcourses%2Fpostgraduate-diploma-in-criminology-and-criminal-justice&auth=D10VJWYT9s6zf2b4N9Zosw&profile=_default&rank=75&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Musculoskeletal Physiotherapy - Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice%2Fmusculoskeletal-physiotherapy&auth=Kba6ovvLwlOrO%2FycYnw3rA&profile=_default&rank=76&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Health Science (Nursing),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science-in-nursing&auth=Mc3BBKHPrA%2BP9t3BiHr5Lw&profile=_default&rank=77&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Human Rights,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsocial-sciences-and-public-policy%2Fcourses%2Fpostgraduate-diploma-in-human-rights&auth=8QQf8lF%2FvKuaInWcYwhnNg&profile=_default&rank=78&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Business Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fmaster-of-business-management&auth=3%2BKrzayfwI54yN6IWvQBTQ&profile=_default&rank=79&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Cyber Security and Digital Forensics,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fmaster-of-cyber-security-and-digital-forensics&auth=%2Bpd4Q8%2F%2B%2BDJnBeUhQnBwHQ&profile=_default&rank=80&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
New Zealand Sign Language - English Interpreting Major - Bachelor of…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fnew-zealand-sign-language-english-interpreting-major-bachelor-of-arts&auth=pp8xu2pla%2FPxTlmaPhfcLQ&profile=_default&rank=81&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Mental Health and Addictions - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fmental-health-and-addictions&auth=WPaEkEko9BB4g0gjZEsWOQ&profile=_default&rank=82&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice&auth=RNi%2BGnQk3s%2FNjHThpAs7Jg&profile=_default&rank=83&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Culinary Arts Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fculinary-arts-major&auth=TnNgNK3m2z%2Fqo8R7KizYew&profile=_default&rank=84&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Electrical and Electronic Engineering Major - Bachelor of Engineering …,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fbachelor-of-engineering-technology%2Felectrical-engineering-major&auth=o9VKnhaXFCQbHssb4bAwRQ&profile=_default&rank=85&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Supply Chain Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-diploma-in-supply-chain-management&auth=fp2uTZA610RlzGZpzB%2BleQ&profile=_default&rank=86&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
"Sport Leadership and Management Major - Bachelor of Sport, Exercise…",https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsport-and-recreation%2Fcourses%2Fbachelor-of-sport-exercise-and-health%2Fsport-leadership-and-management-major-bachelor-of-sport%2C-exercise-and-health&auth=F2kfpQ004LxTrk9n6Q2vTw&profile=_default&rank=87&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Networks and Cybersecurity Major - Bachelor of Computer and…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fbachelor-of-computer-and-information-sciences%2Fnetworks-and-cybersecurity-major-bachelor-of-computer-and-information-sciences&auth=b4zTIQzdgmDdjdr04y8RTA&profile=_default&rank=88&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fmaster-of-education&auth=EQTqlvCYYAsmiRIxFfGS%2FA&profile=_default&rank=89&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Child Health - Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice%2Fchild-health&auth=%2F53D6bdtXNm6zAB4ytSzpw&profile=_default&rank=90&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Human Rights,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsocial-sciences-and-public-policy%2Fcourses%2Fmaster-of-human-rights&auth=Nw3WRt%2F%2FNuTLaeaMhCQwbg&profile=_default&rank=91&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Design Tītohu mō te Hoahoa,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fart-and-design%2Fcourses%2Fdiploma-in-design&auth=urm1AqB8w9HIa0gkynjpGA&profile=_default&rank=92&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Human Rights,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fsocial-sciences-and-public-policy%2Fcourses%2Fpostgraduate-certificate-in-human-rights&auth=sgDmbqO98rQczPIdJtOnxQ&profile=_default&rank=94&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fpostgraduate-certificate-in-communication-studies&auth=THbe%2FkIBQ2erff8FOBnnbQ&profile=_default&rank=95&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in International Hospitality Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fpostgraduate-diploma-in-international-hospitality-management&auth=bC6%2Bh8d8J0HflE5NhVdmZA&profile=_default&rank=96&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Computer and Information Sciences,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fpostgraduate-certificate-in-computer-and-information-sciences&auth=AFMdiS0666dCbbEl44ve9Q&profile=_default&rank=97&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Child Health - Postgraduate Diploma in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Fchild-health&auth=59d7I2YkO%2BglDe%2FbSQey4A&profile=_default&rank=98&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Paramedic Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fdiploma-in-paramedic-science&auth=kJANrcPiDXiOk3SXG8o3zg&profile=_default&rank=99&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Public and Environmental Health Major - Bachelor of Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science%2Fpublic-and-environmental-health-major&auth=WPVBKusY9GYA0vks57hZiA&profile=_default&rank=100&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Screen Production Major - Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies%2Fscreen-production-major&auth=FiYkFoim5W8LXzf%2FIGqZqg&profile=_default&rank=101&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Civil Construction Engineering Major - Bachelor of Engineering…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-engineering-honours%2Fconstruction-engineering-major&auth=PyxJ9GDXM%2FlE%2BkMVb3bzYw&profile=_default&rank=102&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Engineering,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fdiploma-in-engineering&auth=Xo7AuwcvaOJnFXS21498QQ&profile=_default&rank=103&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in International Hospitality Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fpostgraduate-certificate-in-international-hospitality-management&auth=Qw4hovYog%2BonF87XLfUJ7g&profile=_default&rank=104&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Education ([Specialty] Teaching),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fbachelor-of-education&auth=BlqL9X4qjCeYems5nWpG0w&profile=_default&rank=105&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Counselling Major - Bachelor of Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science%2Fcounselling-major&auth=aRsZ85W%2BdHODj0TPH%2B8LLw&profile=_default&rank=106&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Disaster Risk Management and Development,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-certificate-in-disaster-risk-management-and-development&auth=ghedi%2BrmO89hOZ9tKq3i%2BA&profile=_default&rank=107&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in International Tourism Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fpostgraduate-diploma-in-international-tourism-management&auth=xnFl2nZU20y5BcDVRO4B9w&profile=_default&rank=108&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Medical Laboratory Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fscience%2Fcourses%2Fmaster-of-medical-laboratory-science&auth=rqarZy6a0ImnP5qqI1htqg&profile=_default&rank=109&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Laws,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Flaw%2Fcourses%2Fbachelor-of-laws&auth=FnTsUFHSrWJZSdxm%2Bm0vxg&profile=_default&rank=110&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Health Care Ethics - Postgraduate Certificate in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-certificate-in-health-science%2Fhealth-care-ethics&auth=ppHsTkvM4QHvoVF%2FdpZSBg&profile=_default&rank=111&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Gastronomy,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fmaster-of-gastronomy&auth=IqohHr9DKIAzzSjZWSS0BQ&profile=_default&rank=112&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Older Adult Health and Wellness - Postgraduate Diploma in Health…,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-health-science%2Folder-adult-health-and-wellness&auth=mfNuOnoKofH%2F%2Fnn6w1ZX1A&profile=_default&rank=113&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Visual Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fart-and-design%2Fcourses%2Fmaster-of-visual-arts&auth=ug0Q7L8zqQlGftB1cbktYg&profile=_default&rank=114&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Certificate in Legal Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Flaw%2Fcourses%2Fcertificate-in-legal-studies&auth=enpPW9%2Bm6b6lDVQxDt6PRw&profile=_default&rank=115&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Certificate in Business Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fcertificate-in-business-studies&auth=X%2B23L92QFdWqvXt6%2BZ6WWw&profile=_default&rank=116&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Digital Services Major - Bachelor of Computer and Information Sciences,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fengineering-computer-and-mathematical-sciences%2Fcourses%2Fbachelor-of-computer-and-information-sciences%2Fdigital-services-major-bachelor-of-computer-and-information-sciences&auth=wH1xn5TO7EZf1UbE6RRKXw&profile=_default&rank=117&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Medical Laboratory Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fscience%2Fcourses%2Fbachelor-of-medical-laboratory-science&auth=cA7WEYF5mYshKW15%2BoCYvQ&profile=_default&rank=118&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science&auth=%2Fy60Umaxb%2FEj6uwmQbP8Hg&profile=_default&rank=119&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Creative Writing Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fcreative-writing-major&auth=y9TTEIcxWiQ8zz1BXHeOEg&profile=_default&rank=120&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Fashion Design Major - Bachelor of Design Te Tohu Paetahi mō te Hoahoa,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-design-te-tohu-paetahi-mo-te-hoahoa%2Ffashion-design-major&auth=uPwEa2BkqTcfmyIHnWRpMQ&profile=_default&rank=121&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Business,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fpostgraduate-diploma-in-business&auth=dt3CNVOGJx7GAciroo%2FnHA&profile=_default&rank=122&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Journalism Major - Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies%2Fjournalism-major&auth=imET80vSR4XXfkLEiXzCSQ&profile=_default&rank=123&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of Business,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fbusiness%2Fcourses%2Fmaster-of-business&auth=krradRhXw5WwONzkF2kPxw&profile=_default&rank=124&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Mechanical Engineering Major - Bachelor of Engineering (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-engineering-honours%2Fmechanical-engineering-major&auth=0%2F4vRSnrvl0gjvcBEg0%2FDw&profile=_default&rank=125&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Psychology Major - Bachelor of Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-arts%2Fpsychology-major&auth=3cfGWKkF6e5WRVnTOdfRXg&profile=_default&rank=126&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Diploma in Disaster Risk Management and Development,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-diploma-in-disaster-risk-management-and-development&auth=ifyBmBLJsLjBjsaSmdgn3A&profile=_default&rank=127&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Communication Studies,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fcommunication-studies%2Fcourses%2Fbachelor-of-communication-studies&auth=sZkLF85%2FRBgS7o8zyPMT5g&profile=_default&rank=128&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
"Animation, Visual Effects and Game Design Major - Bachelor of Design…",https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-design-te-tohu-paetahi-mo-te-hoahoa%2Fanimation-visual-effects-and-game-design-major&auth=s6bDGApj4HkRFZxT7Dct7w&profile=_default&rank=129&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Doctor of Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fdoctor-of-education&auth=GLE5KwzoqMIzTfW85t%2Fp8g&profile=_default&rank=130&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Education,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Feducation%2Fcourses%2Fpostgraduate-certificate-in-education&auth=NQ%2FqP%2Be1lnwjDcIHnv6nAA&profile=_default&rank=131&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Graduate Certificate in Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fgraduate-certificate-in-science&auth=KUsUIV5E7JjjsSw%2FvkOuCA&profile=_default&rank=133&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Applied Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fdiploma-in-applied-science&auth=iA7tXXxpPQ0CFVht1SEq6g&profile=_default&rank=134&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Postgraduate Certificate in Health Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fpostgraduate-certificate-in-health-science&auth=bBfv4xAN9wkqOlGyuXdymw&profile=_default&rank=135&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Graduate Diploma in Science,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fgraduate-diploma-in-science&auth=ysomJ3TZF04be8Fc4WtwIw&profile=_default&rank=136&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Master of International Tourism Management,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhospitality-tourism-and-events%2Fcourses%2Fmaster-of-international-tourism-management&auth=IMfV0KteiWzUCFA%2B%2BCXzlQ&profile=_default&rank=137&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Health Science (Podiatry),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science-in-podiatry&auth=VJxZR7N%2BlOVTPTKvn9Ui1Q&profile=_default&rank=138&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Diploma in Arts,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fdiploma-in-arts&auth=UbwEwXhpRmYgoUcZbLsO0Q&profile=_default&rank=139&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Acupuncture - Master of Health Practice,https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fmaster-of-health-practice%2Facupuncture&auth=RZls2AWE9YCeoFMLOBXIaQ&profile=_default&rank=141&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Study Software Engineering - Bachelor of Engineering (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fcourses%2Fbachelor-of-engineering-honours%2Fsoftware-engineering-major&auth=b2kE49RJbJ%2F1VupIDUsk4A&profile=_default&rank=142&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
Bachelor of Health Science (Honours),https://www.aut.ac.nz/s/redirect?collection=aut-ac-nz-meta-dev&url=https%3A%2F%2Fwww.aut.ac.nz%2Fstudy%2Fstudy-options%2Fhealth-sciences%2Fcourses%2Fbachelor-of-health-science-honours&auth=gTbm%2By70V4j0ZzmdGs8NQA&profile=_default&rank=143&query=%7CT%3A%22%24%2B%2B+Course+%24%2B%2B%22
